img_path,isCSD,isExtractable,isRgroup
S0143720816301115.html,r73,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301115-gr73_lrg.jpg," Fig. 73.   Structure of probe 104 and fluorescence spectra of compound 1 (1 μM), upon addition of an increasing concentration of Zn  2+  ions (0–50 equiv) measured in CH  3  CN/CH  2  Cl  2  (1000:1, v/v). λ  ex  = 340 nm.   "
S0143720816301115.html,r75,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301115-gr75_lrg.jpg, Fig. 75.   Structures of probes 106–109.   
S0143720816301115.html,r79,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301115-gr79_lrg.jpg," Fig. 79.   Reaction of probe 113 with Zn  2+  , and ORTEP structure of 113-Zn: (a) top view, (b) side view. Pentafluorophenyl groups are omitted for clarity in (b). Thermal ellipsoids are shown at the 30% probability level.   "
S0143720816301115.html,r81,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301115-gr81_lrg.jpg, Fig. 81.   Structure of probe 115.   
S0143720816301115.html,r82,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301115-gr82_lrg.jpg, Fig. 82.   Structure of probe 116.   
S0143720816301036.html,gr4,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301036-gr4_lrg.jpg," Fig. 4.   (a)  1  H–  13  C FSLG off-resonance HETCOR spectrum of P.Y. 138, recorded with a contact time of 2 ms and a spinning speed of 12 kHz. (b) Representation of the crystal structure of P.Y. 138 showing the main  1  H–  13  C proximities involving the NH moiety (see discussion in the text).   "
S0143720816301036.html,gr6,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301036-gr6_lrg.jpg," Fig. 6.   Molecular structure of P.Y. 138 in the solid state, as determined by Rietveld refinement. The dotted line denotes the hydrogen bond.   "
S0143720816301036.html,gr7,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301036-gr7_lrg.jpg," Fig. 7.   Crystal structure of P.Y. 138, view direction [010]. Two horizontal sheets of molecules are shown. Drawing made with SCHAKAL   [64]   .   "
S0143720816301036.html,gr8,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301036-gr8_lrg.jpg," Fig. 8.   Crystal structure of P.Y. 138. View on top of one sheet of molecules, view direction [100].   "
S0143720816301279.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301279-gr1_lrg.jpg, Fig. 1.    X  -ray crystal structure of complex 2. Thermal ellipsoids are drawn at 35% probability.                     PF       6         −            counter anions and all hydrogen atoms are omitted for clarity.   
S0143720816301346.html,gr4,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301346-gr4_lrg.jpg, Chart 1.   Chemical structures of cucurbit[7]uril (CB[7]) and bis(styryl)pyridinium dye (  BSP  ).   
S0143720816301139.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301139-sc1_lrg.jpg," Scheme 1.   The structures of IR-780 and Compound 1, 2, 3.   "
S0143720816301139.html,sc2,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301139-sc2_lrg.jpg, Scheme 2.   The structures of IR-780 and thiophenols.   
S0143720816301097.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301097-gr1_lrg.jpg, Fig. 1.   Structure of the synthesized dyes.   
S0143720816301437.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301437-gr1_lrg.jpg, Fig. 1.   (a) Single crystal structure of  4NHNDI  . (b) Interlayer distances between the neighboring molecules.   
S0143720816301437.html,gr5,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301437-gr5_lrg.jpg, Chart 1.   The structures of core-substituted  4NH2NDI  (left) and  4NHNDI  (right).   
S0143720816301425.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301425-gr1_lrg.jpg, Figure 1.   Molecular structure of (CH  3  OTPA-BTz-Iq)  2  Irpic.   
S0143720816301425.html,gr4,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301425-gr4_lrg.jpg, Figure 4.   Energy level diagram and device structure of the (CH  3  OTPA-BTz-Iq)  2  Irpic -doped PLEDs.   
S0143720816301413.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301413-gr1_lrg.jpg," Fig. 1.   Chemical structures of  G3  ,  G4  and  G5  .   "
S0143720816301280.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301280-gr1_lrg.jpg," Fig. 1.   Chemical structures of dyes (a) Rhodamine 6G (R6G), (b) Methylene Blue (MB) and (c) Metanil Yellow (MY).   "
S0143720816300791.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816300791-gr1_lrg.jpg, Fig. 1.   The structure of compounds  4  and  5  .   
S0143720816300717.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816300717-gr1_lrg.jpg," Fig. 1.   A) UV/Vis Spectroscopy of Dye 847, an organic cyanine chromophore. B) Structure of Dye 847.   "
S0143720816301565.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301565-gr1_lrg.jpg, Fig. 1.   Structure of compounds  2b  and  3b  .   
S0143720816301565.html,gr6,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301565-gr6_lrg.jpg, Fig. 6.   Structure of compound  7    [3e]   .   
S014372081630119X.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S014372081630119X-gr1_lrg.jpg, Fig. 1.   Molecular structures of as-synthesized HT-EMs.   
S0143720816301267.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301267-sc1_lrg.jpg, Scheme 1.   3D structures of natural bola sugar based form and normal surfactants.   
S014372081630153X.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S014372081630153X-sc1_lrg.jpg, Scheme 1.   Squaraine dye derivatives: (a) Structures of squaraine and core-substituted squaraine dyes. (b) Conventional and our new approaches to synthesize amino-substituted squaraine   
S0143720816300821.html,gr2,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816300821-gr2_lrg.jpg, Fig. 2.   Proposed structures of side-products (anthraquinone dimers) formed at low concentrations of aniline upon condensation reactions with 1-amino-4-bromo-2-methylanthraquinone (  7  ).   
S014372081630122X.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S014372081630122X-gr1_lrg.jpg, Fig. 1.   Chemical structures of the dyes  Q1-Q4  .   
S0143720816301401.html,gr4,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301401-gr4_lrg.jpg," Fig. 4.   Structures of sulfonated diazo dyes identified in this work shown with designations used in text, Colour Index names, Colour Index numbers, and common names in parentheses.   "
S0143720816301401.html,gr5,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301401-gr5_lrg.jpg," Fig. 5.   Structures of xanthene and triarylmethine dyes identified in this work shown with designations used in text, Colour Index names, Colour Index numbers, and common names in parentheses.   "
S0143720816301401.html,gr6,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301401-gr6_lrg.jpg," Fig. 6.   Selected structures of naturally occurring dyes identified in this work shown with designations used in the text, and common names.   "
S0143720816301589.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301589-sc1_lrg.jpg, Scheme 1.   Synthetic routes and chemical structures of the cationic iridium(III) complexes.   
S0143720816301449.html,sc2,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301449-sc2_lrg.jpg, Scheme 2.   The chemical structures of chromophores  d1–d4  .   
S014372081730116X.html,gr7,http://origin-ars.els-cdn.com/content/image/1-s2.0-S014372081730116X-gr7_lrg.jpg, Chart 2.   Chemical structures of ITIC and its derivatives.   
S014372081730116X.html,gr8,http://origin-ars.els-cdn.com/content/image/1-s2.0-S014372081730116X-gr8_lrg.jpg, Chart 3.   Chemical structures of all donor polymers used in polymer solar cells discussed in this section.   
S014372081730116X.html,sc2,http://origin-ars.els-cdn.com/content/image/1-s2.0-S014372081730116X-sc2_lrg.jpg, Scheme 2.   The structure of T-TT2T core.   
S014372081730116X.html,gr3,http://origin-ars.els-cdn.com/content/image/1-s2.0-S014372081730116X-gr3_lrg.jpg, Fig. 3.   (a) The structure of the devices; (b) energy level diagram of materials; (c) current density–voltage (  J  -  V  ) and (d) EQE curves of the OSC devices.   
S0143720816302054.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816302054-sc1_lrg.jpg," Scheme 1.   Chemical structures of: A. Previously reported  p  -DTS(FBT-Th  2  -Hexyl)  2  . B. DTS(FBT-Th-Pht-R)  2  . Compounds  1  and  2  bearing octyl and hexyl substituted phthalimide end-capping units, respectively.   "
S0143720816302029.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816302029-gr1_lrg.jpg, Fig. 1.   View of the structure of  1  with displacement atomic ellipsoids drawn at the 50% probability level.   
S0143720816301814.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301814-gr1_lrg.jpg, Fig. 1.   (a) XRD patterns of Ba  2  BiV  3  O  11  : 0.05Eu  3+  phosphors sintered at different temperatures for 5 h with the standard Ba  2  BiV  3  O  11  (JCPDS 81-1778) profile; (b) The crystal structure of Ba  2  BiV  3  O  11  .   
S0143720816301814.html,gr3,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301814-gr3_lrg.jpg," Fig. 3.   (a) Band structure of Ba  2  BiV  3  O  11  (The fermi level is set at zero energy). (b) Total and partial (Ba, Bi, V, O atoms) density of states (DOS) for Ba  2  BiV  3  O  11  .   "
S0143720816301711.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301711-sc1_lrg.jpg, Scheme 1.   The molecular structures of dual emitting cores of hybridized local and charge-transfer structures.   
S0143720816302108.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816302108-gr1_lrg.jpg, Fig. 1.   Shows the molecular structures of  p  -6P (left) and F  x  CuPc (right).   
S0143720816302108.html,gr2,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816302108-gr2_lrg.jpg, Fig. 2.   Schematic showing the structure of the F  x  CuPc OTFT with  p  -6P modified Si/SiO  2  substrate as the gate dielectric.   
S0143720816301255.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301255-sc1_lrg.jpg," Scheme 1.   Chemical Structures of PAGs, monomers and additives.   "
S0143720816301358.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301358-sc1_lrg.jpg," Scheme 1.   Synthesis and structures of fluorophores  3a  –  c  ,  4a  –  c  ,  5a  –  c  , and  7a  –  e  .   "
S0143720816301358.html,gr3,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301358-gr3_lrg.jpg," Fig. 3.   Single crystal structures of compounds  3a  (a,b) and  3c  (c,d) from the packing view.   "
S0143720816301358.html,gr4,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301358-gr4_lrg.jpg, Fig. 4.   Single crystal structure of compound  7b  from the (a)  b  axis view and (b) packing view.   
S0143720816301309.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301309-sc1_lrg.jpg, Scheme 1.   Chemical structures of conjugated polymers.   
S0143720816302133.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816302133-gr1_lrg.jpg, Fig. 1.   Molecular structures of the studied model and reference compounds.   
S0143720816301826.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301826-sc1_lrg.jpg, Scheme 1.   Synthesis and structures of the studied β-ketoenole dyes.   
S0143720816302005.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816302005-gr1_lrg.jpg, Fig. 1.   Molecular structures of new and analogous luminescent discotic TSANs.   
S0143720816301802.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301802-sc1_lrg.jpg, Scheme 1.   The structure of probes  A  and  B  and their sensing mechanisms.   
S0143720816301656.html,gr4,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301656-gr4_lrg.jpg, Fig. 4.   The optimized structures of the compounds.   
S0143720816302091.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816302091-sc1_lrg.jpg, Scheme 1.   Chemical structures of BOPIM dyes.   
S0143720816302042.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816302042-gr1_lrg.jpg, Fig. 1.   Chemical structures of (a)  FE3T  and (b)  PE3T  .   
S0143720816301607.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301607-sc1_lrg.jpg," Scheme 1.   Synthesis and molecular structures of the terpyridine-based monomeric building blocks  CzTPY  ,  SiTPY  and  NTPY  .   "
S0143720816301644.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301644-gr1_lrg.jpg, Fig. 1.   Chemical structures of the studied molecules  C1  ∼  C5  in this work.   
S014372081630167X.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S014372081630167X-sc1_lrg.jpg," Scheme 1.   Chemical structures of organic materials P3HT, PC  71  BM and TPE-SQ.   "
S0143720816301541.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301541-gr1_lrg.jpg, Fig. 1.   Molecular structures of organic dyes  DyeS  and  DyeO  .   
S0143720816301541.html,gr3,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301541-gr3_lrg.jpg," Fig. 3.   The optimized structures of dyeI, dyeI  2   -  , dyeI  2  of  DyeS  (left) and  DyeO  (right). All distances are in Å.   "
S0143720816302017.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816302017-gr1_lrg.jpg," Fig. 1.   Chemical structure of benzo[5,6][1,4]oxazino[2,3-  b  ]phenoxazine or more commonly known as triphenodioxazine (TPDO).   "
S0143720816301681.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301681-gr1_lrg.jpg, Fig. 1.   Chemical structures of the coumarin and iminocoumarin derivatives  1–4  .   
S0143720816301991.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301991-gr1_lrg.jpg, Fig. 1.   Chemical structure of Hyp.   
S0143720816300900.html,gr2,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816300900-gr2_lrg.jpg," Fig. 2.   Top row: Structures of various NIR dyes with sulfonate groups in red, trimethyl ammonium groups in blue and carboxylic acids used for conjugation purposes in purple. Bottom: the four dyes synthesized and evaluated in this work. (For interpretation of the references to color in this figure legend, the reader is referred to the web version of this article.)   "
S0143720816300900.html,gr6,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816300900-gr6_lrg.jpg," Fig. 6.   Chemical stability: A) Dye stability in 0.5 mM glutathione in 0.1 M HEPES (pH 7.4) at 37 °C as assayed by UPLC-MS, B) Structure of the side product as a result of nucleophilic substitution on  IRDye 800CW  occurring by glutathione C) Dye stability in 20 mM 5-aminovaleric acid in 20 mM HEPES (pH 7.4) at 37 °C as assayed by UPLC-MS (see also   Supplementary Information   ).   "
S0143720816301693.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301693-sc1_lrg.jpg," Scheme 1.   Synthetic routes to  TPA(T-PDI-EG)    3   , and the structure of polymer donor  PBDTTT-C-T  .   "
S0143720816301693.html,gr4,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301693-gr4_lrg.jpg," Fig. 4.   Optimal conformation of  TPA(T-PDI-EG)    3   a) front view and b) lateral view, in which the EH and EG groups are omitted for clarity; c) Schematic depiction of assembled  TPA(T-PDI-EG)    3   , the right side figure is the detailed structure of the dashed area.   "
S0143720816302066.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816302066-gr1_lrg.jpg, Fig. 1.   Chemical Structure of co-sensitizers  N    1-3   and ruthenium sensitizer  HD-14  .   
S0143720816302066.html,r4a,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816302066-gr4a_lrg.jpg, Fig. 4.   (a) Optimized structure and Frontier molecular orbitals of  N    1-3   . (b) Optimized molecular structures of  N    1-3   obtained from density functional theory. (c) Simulated absorption spectrum of  N    1   using BP functional. (d) Simulated absorption spectrum of  N    1   using B3LYP functional.   
S0143720816301954.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301954-gr1_lrg.jpg," Fig. 1.   The structures of probes  1  ,  2  , and the reference compound  11  .   "
S0143720816301954.html,gr5,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301954-gr5_lrg.jpg," Fig. 5.   The optimized structures of  1  ,  2  , and  2  + F  −  .   "
S0143720816303631.html,gr2,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816303631-gr2_lrg.jpg, Fig. 2.   Chemical structures of a few dye sensitizers related with the present work.   
S0143720816303771.html,gr4,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816303771-gr4_lrg.jpg, Fig. 4.   Device architecture and chemical structures of the materials used in the OLEDs.   
S0143720816303618.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816303618-gr1_lrg.jpg," Fig. 1.   Chemical structures of  QX09  ,  QX10  and CDCA.   "
S0143720816302911.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816302911-sc1_lrg.jpg, Scheme 1.   Synthetic scheme and structure of polymer  4  .   
S0143720816303023.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816303023-gr1_lrg.jpg, Fig. 1.   Suggested structure of the [Ru(DF)(bpy)  2  ]  2+  complex.   
S0143720816303023.html,gr2,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816303023-gr2_lrg.jpg, Fig. 2.   Suggested structure of the [Zn(DF)  2  ]  2+  complex.   
S0143720816302893.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816302893-gr1_lrg.jpg, Fig. 1.   Molecular structures of the organic sensitizers investigated in this work.   
